inst_code,institute_name,place,dist,coed,type,year_of_estb,branch,branch_name,oc_boys,oc_girls,bc_a_boys,bc_a_girls,bc_b_boys,bc_b_girls,bc_c_boys,bc_c_girls,bc_d_boys,bc_d_girls,bc_e_boys,bc_e_girls,sc_boys,sc_girls,st_boys,st_girls,ews_gen_ou,ews_girls_ou,tuition_fee,affiliated_to,source_year
AARM,"AAR MAHAVEER ENGINEERING
COLLEGE",BANDLAGUDA,HYD,COED,PVT,2010,CSE,"COMPUTER SCIENCE AND
ENGINEERING",26935.0,47023,80090.0,80090,54323.0,91506,26935.0,47023,53812.0,70033,43444.0,90877,89382.0,89677,70043.0,70043,60761.0,61593,48000,JNTUH,2021
AARM,"AAR MAHAVEER ENGINEERING
COLLEGE",BANDLAGUDA,HYD,COED,PVT,2010,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",57128.0,69125,98903.0,102777,97978.0,97978,95245.0,95245,95798.0,95798,112289.0,112289,117883.0,118818,57128.0,120527,72657.0,84274,48000,JNTUH,2021
AARM,"AAR MAHAVEER ENGINEERING
COLLEGE",BANDLAGUDA,HYD,COED,PVT,2010,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",79896.0,79896,104223.0,104223,114841.0,114841,79896.0,79896,102562.0,105461,79896.0,79896,121146.0,121146,79896.0,79896,79896.0,93226,48000,JNTUH,2021
AARM,"AAR MAHAVEER ENGINEERING
COLLEGE",BANDLAGUDA,HYD,COED,PVT,2010,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",85833.0,85833,107455.0,107455,111279.0,119103,85833.0,85833,85833.0,96049,85833.0,85833,114298.0,114298,85833.0,85833,85833.0,85833,48000,JNTUH,2021
AARM,"AAR MAHAVEER ENGINEERING
COLLEGE",BANDLAGUDA,HYD,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,120983.0,120983,120983.0,120983,120983.0,120983,120983.0,120983,120983.0,120983,120983.0,120983,120983.0,120983,120983.0,120983,120983.0,120983,48000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,25471.0,27922,117847.0,117847,119228.0,119228,25471.0,27922,113753.0,113753,25471.0,114957,121412.0,121412,78789.0,120222,25471.0,27922,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,CSD,"COMPUTER SCIENCE AND
ENGINEERING (DATA SCIENCE)",31438.0,31438,79168.0,89371,52100.0,53546,40117.0,40117,45724.0,45724,76522.0,94193,97278.0,97278,63600.0,76769,39954.0,44289,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,CSE,"COMPUTER SCIENCE AND
ENGINEERING",22370.0,29631,45073.0,62671,36733.0,43148,69778.0,69778,38578.0,38578,59677.0,68174,66887.0,82811,59104.0,77602,33990.0,33990,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",43220.0,43220,94157.0,98646,57510.0,79965,103971.0,103971,56274.0,56274,61042.0,84200,120318.0,120318,104598.0,115294,46948.0,51927,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,CSO,"COMPUTER SCIENCE AND
ENGINEERING (IOT)",48413.0,57127,83497.0,110447,78725.0,78725,48413.0,57127,57423.0,57423,94474.0,94474,118379.0,118379,117222.0,117222,64528.0,64528,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",39027.0,40651,112896.0,112896,110826.0,110826,39027.0,40651,82415.0,86978,110306.0,112295,120714.0,121084,114932.0,116742,61489.0,101663,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",117331.0,117331,117331.0,117331,117331.0,117331,117331.0,117331,117331.0,117331,117331.0,117331,117331.0,117331,117331.0,117331,117331.0,117331,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,27337.0,27781,90758.0,90758,61294.0,70776,27337.0,27781,62532.0,68880,72245.0,72245,84601.0,118977,95531.0,119868,46464.0,46464,82000,JNTUH,2021
ACEG,"A C E ENGINEERING COLLEGE
(AUTONOMOUS)",GHATKESAR,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,100647.0,100647,100647.0,100647,100647.0,100647,100647.0,100647,100647.0,100647,100647.0,100647,100647.0,100647,100647.0,100647,100647.0,100647,82000,JNTUH,2021
AITH,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCI",HAYATHNAGAR,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,116465.0,116465,116465.0,116465,116465.0,116465,116465.0,116465,116465.0,116465,116465.0,116465,116465.0,116465,116465.0,116465,116465.0,116465,66000,JNTUH,2021
AITH,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCI",HAYATHNAGAR,RR,COED,PVT,2005,CSE,"COMPUTER SCIENCE AND
ENGINEERING",73180.0,73180,115263.0,115263,104697.0,111811,73180.0,90151,86559.0,106392,111627.0,111780,121183.0,121183,120185.0,120185,107703.0,107703,66000,JNTUH,2021
AITH,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCI",HAYATHNAGAR,RR,COED,PVT,2005,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",34209.0,84065,34209.0,84065,99812.0,107034,34209.0,84065,102044.0,102044,113986.0,113986,118131.0,118131,95805.0,95805,55722.0,84065,66000,JNTUH,2021
AITH,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCI",HAYATHNAGAR,RR,COED,PVT,2005,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",121314.0,121314,121314.0,121314,121314.0,121314,121314.0,121314,121314.0,121314,121314.0,121314,121314.0,121314,121314.0,121314,121314.0,121314,66000,JNTUH,2021
AITH,"ANNAMACHARYA INST OF
TECHNOLOGY AND SCI",HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,86515.0,86515,86515.0,86515,86515.0,86515,86515.0,86515,86515.0,86515,86515.0,86515,86515.0,86515,86515.0,86515,86515.0,86515,66000,JNTUH,2021
AKIT,"ABDULKALAM INST OF
TECHNOLOGY AND SCI",KOTHAGUDEM,KGM,COED,PVT,2007,CIV,CIVIL ENGINEERING,73722.0,86118,102254.0,102254,117513.0,117513,73722.0,86118,120427.0,120427,73722.0,103093,117105.0,120963,87815.0,120264,74539.0,86118,52000,JNTUH,2021
AKIT,"ABDULKALAM INST OF
TECHNOLOGY AND SCI",KOTHAGUDEM,KGM,COED,PVT,2007,CSE,"COMPUTER SCIENCE AND
ENGINEERING",67986.0,76198,86688.0,86688,114976.0,114976,80081.0,80081,88203.0,88203,89509.0,89509,117940.0,117940,119875.0,119875,102071.0,102071,52000,JNTUH,2021
AKIT,"ABDULKALAM INST OF
TECHNOLOGY AND SCI",KOTHAGUDEM,KGM,COED,PVT,2007,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",60468.0,60468,84208.0,84208,113895.0,113895,60468.0,60468,92315.0,93591,77228.0,77228,110987.0,110987,60468.0,60468,60468.0,60468,52000,JNTUH,2021
AKIT,"ABDULKALAM INST OF
TECHNOLOGY AND SCI",KOTHAGUDEM,KGM,COED,PVT,2007,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",88290.0,88290,119165.0,119165,120883.0,120883,88290.0,88290,89380.0,89380,105566.0,119880,119741.0,119741,109831.0,109831,88290.0,88290,52000,JNTUH,2021
AKIT,"ABDULKALAM INST OF
TECHNOLOGY AND SCI",KOTHAGUDEM,KGM,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,75617.0,75617,75617.0,111947,75617.0,75617,75617.0,75617,110416.0,110416,75617.0,75617,115701.0,115701,116337.0,118979,75617.0,75617,52000,JNTUH,2021
AKIT,"ABDULKALAM INST OF
TECHNOLOGY AND SCI",KOTHAGUDEM,KGM,COED,PVT,2007,MIN,MINING ENGINEERING,48290.0,48290,48290.0,48290,48290.0,48290,48290.0,48290,48290.0,48290,48290.0,48290,48290.0,48290,117325.0,117325,48290.0,48290,52000,JNTUH,2021
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,114935.0,114935,117946.0,117946,114935.0,114935,114935.0,114935,114935.0,114935,114935.0,114935,118134.0,118134,118687.0,118687,114935.0,114935,73000,JNTUH,2021
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,CSE,"COMPUTER SCIENCE AND
ENGINEERING",50866.0,50866,74168.0,88368,66189.0,78928,50866.0,50866,63233.0,63233,61819.0,61819,105282.0,105282,98394.0,98394,50866.0,50866,73000,JNTUH,2021
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",57722.0,61510,110790.0,110790,115036.0,115036,57722.0,103576,113129.0,114099,104019.0,113425,119654.0,120103,105697.0,112474,81412.0,81412,73000,JNTUH,2021
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",63931.0,98078,63931.0,98078,104585.0,111290,63931.0,98078,75024.0,98078,63931.0,98078,120631.0,120631,71382.0,119227,63931.0,98078,73000,JNTUH,2021
ANRK,ANURAG ENGINEERING COLLGE,KODAD,SRP,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,82643.0,114648,82643.0,114648,82643.0,114648,82643.0,114648,82643.0,114648,82643.0,114648,107937.0,114648,82643.0,114648,82643.0,114648,73000,JNTUH,2021
ANRP,ANURAG PHARMACY COLLEGE,KODADA,SRP,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),89597.0,89597,89597.0,89597,89597.0,89597,89597.0,89597,89597.0,89597,89597.0,89597,89597.0,89597,89597.0,89597,89597.0,89597,65000,JNTUH,2021
ARJN,"ARJUN COLLEGE OF TECHNOLOGY
AND SCIENCE",BATASINGARAM,RR,COED,PVT,2006,CIV,CIVIL ENGINEERING,100746.0,100746,100746.0,100746,100746.0,100746,100746.0,100746,100746.0,100746,100746.0,100746,100746.0,100746,100746.0,100746,100746.0,100746,57000,JNTUH,2021
ARJN,"ARJUN COLLEGE OF TECHNOLOGY
AND SCIENCE",BATASINGARAM,RR,COED,PVT,2006,CSE,"COMPUTER SCIENCE AND
ENGINEERING",63185.0,63185,102726.0,111672,115119.0,115119,63185.0,63185,63185.0,106304,104041.0,104041,113955.0,113955,119475.0,119475,95252.0,95252,57000,JNTUH,2021
ARJN,"ARJUN COLLEGE OF TECHNOLOGY
AND SCIENCE",BATASINGARAM,RR,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",35139.0,86748,35139.0,108764,73027.0,86748,35139.0,86748,96180.0,96180,35139.0,121393,119717.0,119717,108623.0,108623,35139.0,86748,57000,JNTUH,2021
ARJN,"ARJUN COLLEGE OF TECHNOLOGY
AND SCIENCE",BATASINGARAM,RR,COED,PVT,2006,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",48126.0,48126,48126.0,48126,48126.0,48126,48126.0,48126,48126.0,48126,48126.0,48126,120866.0,120866,121170.0,121170,48126.0,48126,57000,JNTUH,2021
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHD,PHARM - D (M.P.C. STREAM),27073.0,27073,27073.0,27073,27073.0,27073,27073.0,27073,27073.0,27073,27073.0,27073,27073.0,27073,27073.0,27073,27073.0,27073,68000,OU,2021
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),83008.0,83008,83008.0,83008,83008.0,83008,83008.0,83008,83008.0,83008,83008.0,83008,83008.0,83008,83008.0,83008,83008.0,83008,45000,OU,2021
ASRA,"AVANTHIS SCIENTIFIC TECH AND
RESEARCH ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,114458.0,114458,114458.0,114458,114458.0,114458,114458.0,114458,114458.0,114458,114458.0,114458,115272.0,115272,114458.0,114458,114458.0,114458,50000,JNTUH,2021
ASRA,"AVANTHIS SCIENTIFIC TECH AND
RESEARCH ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,CSE,"COMPUTER SCIENCE AND
ENGINEERING",48672.0,48672,114311.0,114311,92723.0,109524,48672.0,48672,106883.0,106883,63914.0,63914,113502.0,120626,87122.0,121287,82521.0,82521,50000,JNTUH,2021
ASRA,"AVANTHIS SCIENTIFIC TECH AND
RESEARCH ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",117014.0,117014,117014.0,117014,117014.0,117014,117014.0,117014,117014.0,117014,117014.0,117014,117014.0,117014,117014.0,117014,117014.0,117014,50000,JNTUH,2021
ASRA,"AVANTHIS SCIENTIFIC TECH AND
RESEARCH ACADEMY",HAYATHNAGAR,RR,COED,PVT,2008,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",75543.0,75543,75543.0,80899,89381.0,89381,75543.0,75543,75543.0,83584,75543.0,75543,75543.0,75543,75543.0,75543,110168.0,110168,50000,JNTUH,2021
AURP,"AURORAS TECHNOLOGICAL AND
RESEARCH INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,CIV,CIVIL ENGINEERING,95767.0,95767,95767.0,95767,95767.0,95767,95767.0,95767,95767.0,95767,95767.0,95767,95767.0,95767,95767.0,95767,95767.0,95767,72000,JNTUH,2021
AURP,"AURORAS TECHNOLOGICAL AND
RESEARCH INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,CSE,"COMPUTER SCIENCE AND
ENGINEERING",61792.0,81108,88182.0,99658,113281.0,113281,102225.0,102225,104161.0,112712,114933.0,114933,120758.0,120758,116868.0,116886,99631.0,106259,72000,JNTUH,2021
AURP,"AURORAS TECHNOLOGICAL AND
RESEARCH INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",101230.0,101230,101230.0,101230,101230.0,101230,101230.0,101230,101230.0,101230,101230.0,101230,112636.0,112636,101230.0,101230,108827.0,108827,72000,JNTUH,2021
AURP,"AURORAS TECHNOLOGICAL AND
RESEARCH INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",97609.0,97609,97609.0,97609,102772.0,104750,97609.0,97609,109589.0,109589,97609.0,97609,111945.0,111945,97609.0,97609,97609.0,97609,72000,JNTUH,2021
AURP,"AURORAS TECHNOLOGICAL AND
RESEARCH INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",120559.0,120559,120559.0,120559,120559.0,120559,120559.0,120559,120559.0,120559,120559.0,120559,120559.0,120559,120559.0,120559,120559.0,120559,72000,JNTUH,2021
AURP,"AURORAS TECHNOLOGICAL AND
RESEARCH INSTITUTE",PARVATHAPUR,MDL,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,58829.0,58829,94116.0,102389,80652.0,107460,58829.0,58829,101929.0,101929,58829.0,102617,120966.0,120966,81326.0,81326,58829.0,58829,72000,JNTUH,2021
AVHP,AVANTHI INST OF PHARMSCI,HAYATHNAGAR,RR,COED,PVT,2005,PHD,PHARM - D (M.P.C. STREAM),55589.0,55589,55589.0,55589,55589.0,55589,55589.0,55589,55589.0,55589,55589.0,55589,55589.0,55589,55589.0,55589,55589.0,55589,75000,JNTUH,2021
AVIH,"AVANTHI INST OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2005,CSD,"COMPUTER SCIENCE AND
ENGINEERING (DATA SCIENCE)",72109.0,78613,99623.0,113873,79431.0,79431,72109.0,78613,72109.0,78613,80942.0,95837,120898.0,120898,116136.0,116136,107055.0,107839,65000,JNTUH,2021
AVIH,"AVANTHI INST OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2005,CSE,"COMPUTER SCIENCE AND
ENGINEERING",47779.0,53219,114234.0,114234,112830.0,112830,112173.0,112173,115043.0,115043,112244.0,112244,120596.0,120596,117223.0,117223,89573.0,89573,65000,JNTUH,2021
AVIH,"AVANTHI INST OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",49230.0,49230,57262.0,84309,82417.0,102916,86793.0,86793,75849.0,79390,80287.0,80287,119381.0,119381,114029.0,114029,77143.0,103225,65000,JNTUH,2021
AVIH,"AVANTHI INST OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2005,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",79898.0,112836,113616.0,113616,99477.0,112836,79898.0,112836,113071.0,113071,79898.0,112836,108375.0,112864,117324.0,117324,79898.0,112836,65000,JNTUH,2021
AVIH,"AVANTHI INST OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2005,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",83327.0,83327,83327.0,83327,103385.0,103385,83327.0,83327,83327.0,83327,83327.0,86341,112499.0,112499,119387.0,119387,83327.0,83327,65000,JNTUH,2021
AVIH,"AVANTHI INST OF ENGG AND
TECHNOLOGY",HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,58522.0,58522,58522.0,58522,58522.0,58522,112297.0,112297,58522.0,58522,58522.0,58522,71736.0,106030,58522.0,58522,58522.0,58522,65000,JNTUH,2021
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,45815.0,45815,120683.0,120683,118526.0,118968,45815.0,45815,110364.0,110364,106006.0,106006,119996.0,120598,107234.0,118910,45815.0,45815,78000,JNTUH,2021
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSC,"COMPUTER SCIENCE AND
ENGINEERING (CYBER SECURITY)",43261.0,50874,99379.0,112938,92117.0,110266,43261.0,50874,86067.0,112202,97096.0,97096,116684.0,118101,89931.0,116017,113047.0,113047,78000,JNTUH,2021
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSD,"COMPUTER SCIENCE AND
ENGINEERING (DATA SCIENCE)",45123.0,51266,76785.0,94782,90797.0,90797,77080.0,77080,75572.0,80806,104190.0,104190,108131.0,119197,80297.0,118642,97617.0,97617,78000,JNTUH,2021
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,"COMPUTER SCIENCE AND
ENGINEERING",36840.0,44660,71561.0,89967,83727.0,105962,36840.0,78793,74424.0,74424,92039.0,94683,102397.0,120535,89096.0,103709,69177.0,69177,78000,JNTUH,2021
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",40557.0,47795,60700.0,91442,101973.0,101973,40557.0,47795,87796.0,107614,95958.0,95958,116469.0,119960,94855.0,103910,84806.0,102594,78000,JNTUH,2021
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",55855.0,77540,110042.0,110042,109331.0,112069,55855.0,77540,102373.0,102373,110600.0,110600,120820.0,120820,116819.0,120209,101260.0,101260,78000,JNTUH,2021
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,30467.0,30467,30467.0,30467,56403.0,108565,30467.0,30467,105818.0,105818,30467.0,30467,120485.0,120485,109990.0,109990,30467.0,30467,78000,JNTUH,2021
AZAD,"AZAD COLLEGE OF ENGINEERING
AND TECHNOLOGY",MOINABAD,RR,COED,PVT,2005,CSE,"COMPUTER SCIENCE AND
ENGINEERING",63253.0,63253,90048.0,90048,63253.0,63253,63253.0,63253,63253.0,103191,63253.0,102352,119069.0,119069,114025.0,114025,63253.0,63253,35000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,AID,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",45823.0,45823,45823.0,45823,45823.0,79509,45823.0,45823,109953.0,109953,81499.0,81499,60131.0,60131,92156.0,92156,45823.0,45823,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,44342.0,44342,44342.0,116251,97892.0,97892,44342.0,44342,44342.0,117860,44342.0,44342,120341.0,120341,118819.0,121304,44342.0,44342,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,CSC,"COMPUTER SCIENCE AND
ENGINEERING (CYBER SECURITY)",108046.0,108046,108046.0,108046,108252.0,108252,108046.0,108046,108046.0,108046,108046.0,108046,108046.0,108046,108046.0,108046,108046.0,108046,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,CSD,"COMPUTER SCIENCE AND
ENGINEERING (DATA SCIENCE)",64125.0,66353,64125.0,66353,97659.0,112011,64125.0,66353,109801.0,109801,64125.0,66353,108326.0,108326,112928.0,112928,79654.0,102532,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,CSE,"COMPUTER SCIENCE AND
ENGINEERING",49990.0,51839,101341.0,112352,88060.0,103587,85080.0,85080,82463.0,82463,113983.0,113983,121179.0,121302,89301.0,120597,61313.0,68670,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",74958.0,74958,94058.0,94058,88308.0,88308,74958.0,74958,108191.0,108191,109197.0,109197,118895.0,118895,114945.0,114945,81620.0,81620,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",75567.0,75567,108584.0,108584,107861.0,112412,75567.0,75567,103502.0,114177,75567.0,75567,120430.0,120430,117722.0,118239,88596.0,114229,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",121257.0,121257,121257.0,121257,121257.0,121257,121257.0,121257,121257.0,121257,121257.0,121257,121257.0,121257,121257.0,121257,121257.0,121257,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,80328.0,113102,95871.0,113102,80328.0,113102,80328.0,113102,108925.0,114952,80328.0,113102,121345.0,121345,93325.0,116025,80328.0,113102,89000,JNTUH,2021
BIET,"BHARAT INSTITUTE OF ENGG AND
TECHNOLOGY",IBRAHIMPATNAM,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,118545.0,118545,118545.0,118545,118545.0,118545,118545.0,118545,118545.0,118545,118545.0,118545,118545.0,118545,118545.0,118545,118545.0,118545,89000,JNTUH,2021
BIPT,BHARAT SCHOOL OF PHARMACY,IBRAHIMPATAN,RR,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),99731.0,99731,99731.0,99731,99731.0,99731,99731.0,99731,99731.0,99731,99731.0,99731,99731.0,99731,99731.0,99731,99731.0,99731,60000,JNTUH,2021
BITN,"BALAJI INSTITUTE OF
TECHNOLOGY AND SCI",NARSAMPET,WGL,COED,PVT,2001,CIV,CIVIL ENGINEERING,104754.0,104754,115163.0,115163,108008.0,114983,104754.0,104754,107562.0,114570,104754.0,104754,117747.0,117747,104754.0,121283,104754.0,104754,50000,JNTUH,2021
BITN,"BALAJI INSTITUTE OF
TECHNOLOGY AND SCI",NARSAMPET,WGL,COED,PVT,2001,CSE,"COMPUTER SCIENCE AND
ENGINEERING",56136.0,65892,96745.0,103055,81124.0,82637,77997.0,77997,74066.0,74066,90539.0,97217,118583.0,118583,92646.0,121133,89077.0,89077,50000,JNTUH,2021
BITN,"BALAJI INSTITUTE OF
TECHNOLOGY AND SCI",NARSAMPET,WGL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND
ENGINEERING (ARTIFICIAL
INTELLIGENCE AND MACHINE
LEARNING)",48371.0,48371,63335.0,69186,52902.0,63054,56541.0,56541,54047.0,54047,94026.0,103068,119116.0,119581,118471.0,118471,87203.0,114420,50000,JNTUH,2021
BITN,"BALAJI INSTITUTE OF
TECHNOLOGY AND SCI",NARSAMPET,WGL,COED,PVT,2001,CSO,"COMPUTER SCIENCE AND
ENGINEERING (IOT)",53466.0,53466,109833.0,109833,85251.0,91164,53466.0,53466,83255.0,87323,103248.0,103248,120463.0,120463,118962.0,118962,53466.0,53466,50000,JNTUH,2021
BITN,"BALAJI INSTITUTE OF
TECHNOLOGY AND SCI",NARSAMPET,WGL,COED,PVT,2001,CSW,"COMPUTER
ENGINEERING(SOFTWARE
ENGINEERING)",52630.0,52630,71489.0,71489,73188.0,73188,67539.0,67539,79405.0,84946,74667.0,96499,120488.0,120638,69702.0,110756,101027.0,101027,50000,JNTUH,2021
BITN,"BALAJI INSTITUTE OF
TECHNOLOGY AND SCI",NARSAMPET,WGL,COED,PVT,2001,ECE,"ELECTRONICS AND
COMMUNICATION ENGINEERING",80214.0,80214,112427.0,112427,100534.0,100534,80214.0,92501,87661.0,94689,98322.0,110116,117254.0,119758,97872.0,120723,110224.0,110224,50000,JNTUH,2021
BITN,"BALAJI INSTITUTE OF
TECHNOLOGY AND SCI",NARSAMPET,WGL,COED,PVT,2001,EEE,"ELECTRICAL AND ELECTRONICS
ENGINEERING",102854.0,102854,110576.0,110576,113285.0,113702,102854.0,102854,111591.0,114120,112411.0,113247,121057.0,121057,119041.0,119041,102854.0,102854,50000,JNTUH,2021
